UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power [W],Disipation,Type_H,Type_L,Type_M,Machine failure,TWF,HDF,PWF,OSF
1551,L48730,298.4,308.9,1638,32.4,109,5557.603067906488,10.5,False,True,False,0,0,0,0,0
1552,L48731,298.4,308.8,1458,40.1,111,6122.524258875003,10.400000000000034,False,True,False,0,0,0,0,0
1553,L48732,298.5,308.9,1781,27.8,113,5184.86357153357,10.399999999999977,False,True,False,0,0,0,0,0
1554,L48733,298.5,308.8,1332,59.1,115,8243.66478672576,10.300000000000011,False,True,False,0,0,0,0,0
1555,M16414,298.4,308.7,1584,31.7,117,5258.272119872452,10.300000000000011,False,False,True,0,0,0,0,0
1556,L48735,298.4,308.6,1491,42.0,120,6557.760505103333,10.200000000000045,False,True,False,0,0,0,0,0
1557,H30970,298.4,308.5,1398,47.1,122,6895.356051658094,10.100000000000023,True,False,False,0,0,0,0,0
1558,L48737,298.3,308.4,1585,30.6,127,5079.012843058618,10.099999999999966,False,True,False,0,0,0,0,0
1559,M16418,298.2,308.3,1476,43.5,129,6723.636597212875,10.100000000000023,False,False,True,0,0,0,0,0
1560,L48739,298.2,308.3,1458,41.8,132,6382.082643914592,10.100000000000023,False,True,False,0,0,0,0,0
1561,M16420,298.2,308.4,1510,39.9,134,6309.260526204381,10.199999999999989,False,False,True,0,0,0,0,0
1562,L48741,298.2,308.4,1388,53.8,137,7819.884881707521,10.199999999999989,False,True,False,0,0,0,0,0
1563,L48742,298.2,308.3,2216,16.8,139,3898.5908193987893,10.100000000000023,False,True,False,0,0,0,0,0
1564,L48743,298.2,308.3,1402,51.0,141,7487.6719305659135,10.100000000000023,False,True,False,0,0,0,0,0
1565,M16424,298.0,308.2,2090,19.0,143,4158.42147580169,10.199999999999989,False,False,True,0,0,0,0,0
1566,L48745,298.0,308.2,1459,42.1,146,6432.29576649447,10.199999999999989,False,True,False,0,0,0,0,0
1567,M16426,298.0,308.1,1403,44.8,148,6582.097376193143,10.100000000000023,False,False,True,0,0,0,0,0
1568,L48747,298.1,308.2,1521,39.3,151,6259.654778204198,10.099999999999966,False,True,False,0,0,0,0,0
1569,L48748,298.2,308.2,1407,47.1,153,6939.746755853317,10.0,False,True,False,0,0,0,0,0
1570,M16429,298.1,308.2,1654,35.3,155,6114.188566367478,10.099999999999966,False,False,True,0,0,0,0,0
1571,L48750,298.2,308.4,1452,43.5,158,6614.309172867951,10.199999999999989,False,True,False,0,0,0,0,0
1572,L48751,298.3,308.4,1528,37.3,160,5968.439611191936,10.099999999999966,False,True,False,0,0,0,0,0
1573,L48752,298.2,308.3,1230,59.6,162,7676.795808312018,10.100000000000023,False,True,False,0,0,0,0,0
1574,L48753,298.2,308.2,1466,42.4,164,6509.212426629859,10.0,False,True,False,0,0,0,0,0
1575,L48754,298.2,308.2,1478,50.1,166,7754.267483149542,10.0,False,True,False,0,0,0,0,0
1576,L48755,298.2,308.3,2057,18.0,168,3877.3536530605224,10.100000000000023,False,True,False,0,0,0,0,0
1577,L48756,298.3,308.4,1490,41.7,170,6506.552544849821,10.099999999999966,False,True,False,0,0,0,0,0
1578,L48757,298.3,308.4,1484,43.4,172,6744.538660334759,10.099999999999966,False,True,False,0,0,0,0,0
1579,L48758,298.3,308.4,1593,37.0,174,6172.287086507866,10.099999999999966,False,True,False,0,0,0,0,0
1580,L48759,298.3,308.3,1444,43.8,176,6623.231296004145,10.0,False,True,False,0,0,0,0,0
1581,M16440,298.3,308.4,1444,47.5,178,7182.728003657464,10.099999999999966,False,False,True,0,0,0,0,0
1582,M16441,298.2,308.3,1560,33.0,181,5390.972993560084,10.100000000000023,False,False,True,0,0,0,0,0
1583,H30996,298.1,308.3,1530,42.0,184,6729.291463989337,10.199999999999989,True,False,False,0,0,0,0,0
1584,L48763,298.2,308.4,1310,61.0,189,8368.155631612011,10.199999999999989,False,True,False,1,0,0,0,1
1585,M16444,298.2,308.3,1639,33.3,191,5715.468098749374,10.100000000000023,False,False,True,0,0,0,0,0
1586,L48765,298.2,308.3,1400,48.7,194,7139.792904058404,10.100000000000023,False,True,False,0,0,0,0,0
1587,M16446,298.3,308.4,1486,44.2,196,6878.119179965398,10.099999999999966,False,False,True,0,0,0,0,0
1588,M16447,298.2,308.3,1448,43.3,199,6565.761094394476,10.100000000000023,False,False,True,0,0,0,0,0
1589,L48768,298.2,308.3,1688,32.0,202,5656.542292543542,10.100000000000023,False,True,False,0,0,0,0,0
1590,M16449,298.1,308.3,1453,41.5,204,6314.5488738379245,10.199999999999989,False,False,True,0,0,0,0,0
1591,L48770,298.2,308.4,1497,37.7,207,5910.058347712727,10.199999999999989,False,True,False,0,0,0,0,0
1592,L48771,298.2,308.4,1355,49.4,209,7009.626248444665,10.199999999999989,False,True,False,0,0,0,0,0
1593,L48772,298.1,308.4,1592,38.2,211,6368.469075749038,10.299999999999955,False,True,False,0,0,0,0,0
1594,L48773,298.0,308.3,1544,34.7,213,5610.5493760949885,10.300000000000011,False,True,False,0,0,0,0,0
1595,M16454,298.0,308.2,1373,51.2,215,7361.547457499795,10.199999999999989,False,False,True,0,0,0,0,0
1596,L48775,298.0,308.2,1365,52.9,218,7561.656437557952,10.199999999999989,False,True,False,1,0,0,0,1
1597,L48776,298.0,308.1,1877,24.3,0,4776.383222738314,10.100000000000023,False,True,False,0,0,0,0,0
1598,L48777,297.9,308.1,1531,40.8,2,6541.298559598523,10.200000000000045,False,True,False,0,0,0,0,0
1599,L48778,297.9,308.0,1501,36.7,4,5768.665734350162,10.100000000000023,False,True,False,0,0,0,0,0
1600,L48779,297.9,308.0,1490,46.2,6,7208.69850292714,10.100000000000023,False,True,False,0,0,0,0,0
1601,M16460,297.8,307.8,1543,43.7,8,7061.15883993905,10.0,False,False,True,0,0,0,0,0
1602,L48781,297.8,307.8,1597,38.2,11,6388.470548976892,10.0,False,True,False,0,0,0,0,0
1603,H31016,297.8,307.9,1600,33.5,13,5612.978874413763,10.099999999999966,True,False,False,0,0,0,0,0
1604,M16463,297.8,307.8,1622,32.1,18,5452.35971401123,10.0,False,False,True,0,0,0,0,0
1605,L48784,297.8,307.8,1452,39.8,21,6051.7127604630905,10.0,False,True,False,0,0,0,0,0
1606,L48785,297.8,307.8,1396,42.5,23,6213.023071249414,10.0,False,True,False,0,0,0,0,0
1607,L48786,297.8,307.7,1505,39.7,25,6256.8482887669925,9.899999999999977,False,True,False,0,0,0,0,0
1608,L48787,297.8,307.8,1412,48.3,27,7141.845411258747,10.0,False,True,False,0,0,0,0,0
1609,L48788,297.8,307.7,1393,38.0,29,5543.23551750407,9.899999999999977,False,True,False,0,0,0,0,0
1610,L48789,297.7,307.7,1581,34.9,31,5778.111456261954,10.0,False,True,False,0,0,0,0,0
1611,L48790,297.8,307.8,1573,37.9,33,6243.04622504222,10.0,False,True,False,0,0,0,0,0
1612,M16471,297.8,307.9,1726,27.3,35,4934.373917287345,10.099999999999966,False,False,True,0,0,0,0,0
1613,M16472,297.9,307.9,1540,39.8,38,6418.483230794186,10.0,False,False,True,0,0,0,0,0
1614,L48793,297.9,308.0,1296,62.9,41,8536.586885746472,10.100000000000023,False,True,False,0,0,0,0,0
1615,M16474,297.8,307.9,1802,25.8,43,4868.588967121174,10.099999999999966,False,False,True,0,0,0,0,0
1616,L48795,297.8,307.9,1447,48.6,46,7364.333002985977,10.099999999999966,False,True,False,0,0,0,0,0
1617,H31030,297.8,307.8,1662,30.7,48,5343.157953372448,10.0,True,False,False,0,0,0,0,0
1618,L48797,297.8,307.8,1563,34.3,53,5614.1203197445675,10.0,False,True,False,0,0,0,0,0
1619,L48798,297.9,307.8,1286,59.5,55,8012.841502491006,9.900000000000034,False,True,False,0,0,0,0,0
1620,L48799,297.9,307.7,1590,34.6,57,5761.052608152963,9.800000000000011,False,True,False,0,0,0,0,0
1621,L48800,297.9,307.7,1492,43.7,59,6827.769921703865,9.800000000000011,False,True,False,0,0,0,0,0
1622,L48801,297.7,307.6,1844,21.9,61,4228.960702850291,9.900000000000034,False,True,False,0,0,0,0,0
1623,H31036,297.7,307.6,1538,38.3,63,6168.559063225606,9.900000000000034,True,False,False,0,0,0,0,0
1624,L48803,297.7,307.6,1921,22.9,68,4606.716275493441,9.900000000000034,False,True,False,0,0,0,0,0
1625,M16484,297.8,307.8,1310,57.9,70,7942.888706071072,10.0,False,False,True,0,0,0,0,0
1626,L48805,297.9,307.8,1365,46.9,73,6704.001643127939,9.900000000000034,False,True,False,0,0,0,0,0
1627,M16486,297.9,307.8,1303,59.3,75,8091.475566610358,9.900000000000034,False,False,True,0,0,0,0,0
1628,L48807,297.9,307.8,1499,37.5,78,5886.559234663874,9.900000000000034,False,True,False,0,0,0,0,0
1629,L48808,297.9,307.8,1451,38.2,80,5804.427530723526,9.900000000000034,False,True,False,0,0,0,0,0
1630,M16489,297.9,307.9,1336,54.4,82,7610.86425048868,10.0,False,False,True,0,0,0,0,0
1631,L48810,297.9,307.9,1412,44.5,85,6579.961093188701,10.0,False,True,False,0,0,0,0,0
1632,L48811,298.0,308.0,1433,39.2,87,5882.48563618972,10.0,False,True,False,0,0,0,0,0
1633,L48812,297.9,307.9,1426,43.6,89,6510.804166907678,10.0,False,True,False,0,0,0,0,0
1634,L48813,297.9,307.9,1476,45.2,91,6986.399406759126,10.0,False,True,False,0,0,0,0,0
1635,H31048,297.9,307.9,1406,58.5,93,8613.304578347135,10.0,True,False,False,0,0,0,0,0
1636,L48815,297.8,307.8,1383,56.5,98,8182.749305172653,10.0,False,True,False,0,0,0,0,0
1637,L48816,297.9,307.8,1505,37.3,100,5878.60053327478,9.900000000000034,False,True,False,0,0,0,0,0
1638,L48817,297.9,307.8,1665,33.9,102,5910.749498096517,9.900000000000034,False,True,False,0,0,0,0,0
1639,L48818,297.9,307.8,1397,45.0,104,6583.207405597411,9.900000000000034,False,True,False,0,0,0,0,0
1640,M16499,297.9,307.8,1450,43.5,106,6605.19855417254,9.900000000000034,False,False,True,0,0,0,0,0
1641,L48820,298.0,307.8,1567,36.4,109,5973.089168319249,9.800000000000011,False,True,False,0,0,0,0,0
1642,M16501,298.0,308.0,1555,37.0,111,6025.051110809625,10.0,False,False,True,0,0,0,0,0
1643,H31056,298.0,307.8,1588,35.4,114,5886.841978002698,9.800000000000011,True,False,False,0,0,0,0,0
1644,L48823,298.0,307.8,1453,37.7,119,5736.349217920235,9.800000000000011,False,True,False,0,0,0,0,0
1645,L48824,298.0,307.8,1622,33.3,121,5656.186245376135,9.800000000000011,False,True,False,0,0,0,0,0
1646,L48825,297.9,307.8,1538,38.5,123,6200.770859900414,9.900000000000034,False,True,False,0,0,0,0,0
1647,M16506,297.9,307.7,1527,42.8,125,6844.0224276984345,9.800000000000011,False,False,True,0,0,0,0,0
1648,L48827,297.8,307.8,1761,28.9,128,5329.492025329333,10.0,False,True,False,0,0,0,0,0
1649,L48828,297.9,307.8,1373,50.2,130,7217.767233720502,9.900000000000034,False,True,False,0,0,0,0,0
1650,H31063,298.0,307.9,1482,37.8,132,5866.358793901292,9.899999999999977,True,False,False,0,0,0,0,0
1651,M16510,298.0,307.9,1417,51.0,137,7567.782543232453,9.899999999999977,False,False,True,0,0,0,0,0
1652,L48831,298.0,307.8,1414,51.7,140,7655.412034316583,9.800000000000011,False,True,False,0,0,0,0,0
1653,H31066,297.9,307.8,1635,34.0,142,5821.371187101886,9.900000000000034,True,False,False,0,0,0,0,0
1654,L48833,298.0,307.8,1386,57.3,147,8316.612568142114,9.800000000000011,False,True,False,0,0,0,0,0
1655,L48834,298.2,308.1,1379,62.3,149,8996.652185913674,9.900000000000034,False,True,False,0,0,0,0,0
1656,M16515,298.2,308.0,1577,35.9,151,5928.6356322709535,9.800000000000011,False,False,True,0,0,0,0,0
1657,L48836,298.2,308.1,1532,42.5,154,6818.303255841048,9.900000000000034,False,True,False,0,0,0,0,0
1658,M16517,298.1,308.0,1374,48.8,156,7021.58524447933,9.899999999999977,False,False,True,0,0,0,0,0
1659,H31072,298.1,308.0,1570,35.3,159,5803.673548486663,9.899999999999977,True,False,False,0,0,0,0,0
1660,L48839,298.1,308.0,1697,31.0,164,5508.992157579942,9.899999999999977,False,True,False,0,0,0,0,0
1661,L48840,298.2,308.0,1499,44.1,166,6922.593659964717,9.800000000000011,False,True,False,0,0,0,0,0
1662,M16521,298.2,308.0,1411,47.2,168,6974.251915165245,9.800000000000011,False,False,True,0,0,0,0,0
1663,H31076,298.2,307.9,1462,45.5,171,6966.062830314887,9.699999999999989,True,False,False,0,0,0,0,0
1664,M16523,298.1,307.9,1759,28.6,176,5268.178608706772,9.799999999999955,False,False,True,0,0,0,0,0
1665,L48844,298.2,308.0,1535,38.0,179,6108.3033161297535,9.800000000000011,False,True,False,0,0,0,0,0
1666,H31079,298.2,307.9,1491,39.7,181,6198.6450488714845,9.699999999999989,True,False,False,0,0,0,0,0
1667,L48846,298.2,307.9,1551,36.0,186,5847.1322468613225,9.699999999999989,False,True,False,0,0,0,0,0
1668,L48847,298.2,307.9,1769,27.2,188,5038.779513141644,9.699999999999989,False,True,False,0,0,0,0,0
1669,L48848,298.2,307.9,1551,34.1,190,5538.533600499198,9.699999999999989,False,True,False,0,0,0,0,0
1670,L48849,298.2,307.9,1544,31.4,192,5076.981279809297,9.699999999999989,False,True,False,0,0,0,0,0
1671,L48850,298.2,307.8,1528,31.1,194,4976.366539090328,9.600000000000023,False,True,False,0,0,0,0,0
1672,L48851,298.1,307.9,1614,35.8,196,6050.833114520085,9.799999999999955,False,True,False,0,0,0,0,0
1673,L48852,298.1,307.8,1432,49.8,198,7467.942728701369,9.699999999999989,False,True,False,0,0,0,0,0
1674,M16533,298.1,307.8,1384,43.7,200,6333.5345654411185,9.699999999999989,False,False,True,0,0,0,0,0
1675,L48854,298.1,307.8,1540,37.8,203,6095.946385025634,9.699999999999989,False,True,False,0,0,0,0,0
1676,L48855,298.0,307.7,1407,43.9,205,6468.25653040256,9.699999999999989,False,True,False,0,0,0,0,0
1677,H31090,297.9,307.6,1418,43.0,207,6385.182348666134,9.700000000000045,True,False,False,0,0,0,0,0
1678,M16537,297.9,307.5,1647,30.8,212,5312.181849808053,9.600000000000023,False,False,True,0,0,0,0,0
1679,L48858,298.0,307.5,1644,32.8,215,5646.824299268436,9.5,False,True,False,0,0,0,0,0
1680,L48859,298.0,307.5,1792,27.9,217,5235.652652766605,9.5,False,True,False,0,0,0,0,0
1681,M16540,297.9,307.4,1610,34.6,219,5833.5186786957665,9.5,False,False,True,0,0,0,0,0
1682,M16541,297.8,307.3,1804,26.0,222,4911.775394132522,9.5,False,False,True,0,0,0,0,0
1683,H31096,297.9,307.4,1604,36.1,225,6063.734588350827,9.5,True,False,False,1,1,0,0,0
1684,M16543,297.9,307.4,1403,52.8,0,7757.471907656203,9.5,False,False,True,0,0,0,0,0
1685,L48864,297.8,307.3,1438,44.5,3,6701.121849862148,9.5,False,True,False,0,0,0,0,0
1686,L48865,297.9,307.3,1824,26.3,5,5023.532316796223,9.400000000000034,False,True,False,0,0,0,0,0
1687,H31100,297.9,307.3,1663,28.7,7,4998.074944326633,9.400000000000034,True,False,False,0,0,0,0,0
1688,L48867,297.9,307.3,1502,36.7,12,5772.508949363053,9.400000000000034,False,True,False,0,0,0,0,0
1689,L48868,297.9,307.4,1606,35.5,14,5970.387398637162,9.5,False,True,False,0,0,0,0,0
1690,L48869,297.9,307.5,1561,37.7,16,6162.726172865442,9.600000000000023,False,True,False,0,0,0,0,0
1691,M16550,297.9,307.4,1435,42.9,18,6446.705204798934,9.5,False,False,True,0,0,0,0,0
1692,L48871,297.9,307.5,1602,38.3,21,6425.248126974915,9.600000000000023,False,True,False,0,0,0,0,0
1693,M16552,298.1,307.6,1764,27.7,23,5116.900450460911,9.5,False,False,True,0,0,0,0,0
1694,H31107,298.0,307.5,1683,27.8,26,4899.5650706855695,9.5,True,False,False,0,0,0,0,0
1695,L48874,298.0,307.5,1618,35.2,31,5964.167045183055,9.5,False,True,False,0,0,0,0,0
1696,L48875,298.0,307.6,1509,41.6,33,6573.719795783571,9.600000000000023,False,True,False,0,0,0,0,0
1697,L48876,297.9,307.6,1550,39.0,35,6330.309196983432,9.700000000000045,False,True,False,0,0,0,0,0
1698,M16557,297.9,307.6,1519,44.0,37,6999.0495531775805,9.700000000000045,False,False,True,0,0,0,0,0
1699,L48878,297.9,307.6,1481,38.0,40,5893.418378624212,9.700000000000045,False,True,False,0,0,0,0,0
1700,L48879,298.1,307.7,1289,48.3,42,6519.715818068361,9.599999999999966,False,True,False,0,0,0,0,0
1701,M16560,298.0,307.6,1844,23.8,44,4595.856836887532,9.600000000000023,False,False,True,0,0,0,0,0
1702,L48881,298.0,307.7,1479,42.5,47,6582.422007434013,9.699999999999989,False,True,False,0,0,0,0,0
1703,L48882,298.0,307.7,1430,47.3,49,7083.139516538667,9.699999999999989,False,True,False,0,0,0,0,0
1704,M16563,298.1,307.8,1636,36.7,51,6287.499761090517,9.699999999999989,False,False,True,0,0,0,0,0
1705,M16564,298.1,307.8,1503,44.7,54,7035.502499934734,9.699999999999989,False,False,True,0,0,0,0,0
1706,M16565,298.1,307.8,1608,32.6,57,5489.493339176661,9.699999999999989,False,False,True,0,0,0,0,0
1707,L48886,298.2,307.8,1521,42.9,60,6833.058269337408,9.600000000000023,False,True,False,0,0,0,0,0
1708,L48887,298.2,307.8,1439,41.6,62,6268.775868875121,9.600000000000023,False,True,False,0,0,0,0,0
1709,L48888,298.2,307.8,1627,31.5,64,5366.939809760122,9.600000000000023,False,True,False,0,0,0,0,0
1710,L48889,298.2,307.8,1749,26.1,66,4780.341629481837,9.600000000000023,False,True,False,0,0,0,0,0
1711,L48890,298.2,307.8,1530,35.9,68,5751.941989457552,9.600000000000023,False,True,False,0,0,0,0,0
1712,L48891,298.2,307.8,1355,51.3,70,7279.227258000229,9.600000000000023,False,True,False,0,0,0,0,0
1713,L48892,298.3,307.9,1551,33.8,72,5489.807498442019,9.599999999999966,False,True,False,0,0,0,0,0
1714,L48893,298.2,307.8,1515,46.7,74,7408.975034593489,9.600000000000023,False,True,False,0,0,0,0,0
1715,L48894,298.2,307.8,1388,48.6,76,7064.059577155866,9.600000000000023,False,True,False,0,0,0,0,0
1716,L48895,298.2,307.8,1585,34.6,78,5742.936090517262,9.600000000000023,False,True,False,0,0,0,0,0
1717,L48896,298.1,307.7,1523,37.7,80,6012.704651681018,9.599999999999966,False,True,False,0,0,0,0,0
1718,L48897,298.2,307.6,1369,54.5,82,7813.193289355376,9.400000000000034,False,True,False,0,0,0,0,0
1719,M16578,298.2,307.7,1681,31.0,84,5457.0511590405895,9.5,False,False,True,0,0,0,0,0
1720,L48899,298.2,307.7,1503,38.3,87,6028.182231487702,9.5,False,True,False,0,0,0,0,0
1721,L48900,298.2,307.7,1459,44.5,89,6798.98246102147,9.5,False,True,False,0,0,0,0,0
1722,L48901,298.2,307.7,1688,32.4,91,5727.249071200336,9.5,False,True,False,0,0,0,0,0
1723,M16582,298.2,307.7,1952,21.6,93,4415.319979061239,9.5,False,False,True,0,0,0,0,0
1724,L48903,298.2,307.8,2029,19.9,96,4228.280024442014,9.600000000000023,False,True,False,0,0,0,0,0
1725,M16584,298.3,307.8,1457,52.5,98,8010.275868490575,9.5,False,False,True,0,0,0,0,0
1726,M16585,298.3,307.8,1392,50.4,101,7346.802915978947,9.5,False,False,True,0,0,0,0,0
1727,L48906,298.3,307.8,1906,22.1,104,4411.068357003381,9.5,False,True,False,0,0,0,0,0
1728,M16587,298.3,307.7,1602,33.4,106,5603.218993236611,9.399999999999977,False,False,True,0,0,0,0,0
1729,L48908,298.3,307.7,1465,49.4,109,7578.673397764897,9.399999999999977,False,True,False,0,0,0,0,0
1730,M16589,298.3,307.7,1439,43.8,111,6600.297669632939,9.399999999999977,False,False,True,0,0,0,0,0
1731,M16590,298.3,307.8,1330,55.4,114,7715.960996726771,9.5,False,False,True,0,0,0,0,0
1732,M16591,298.3,307.9,1485,42.0,117,6531.371126813179,9.599999999999966,False,False,True,0,0,0,0,0
1733,H31146,298.4,307.9,1700,28.2,120,5020.265060436489,9.5,True,False,False,0,0,0,0,0
1734,L48913,298.4,308.0,1515,42.8,125,6790.238361468979,9.600000000000023,False,True,False,0,0,0,0,0
1735,M16594,298.5,308.1,1501,39.2,127,6161.626615436685,9.600000000000023,False,False,True,0,0,0,0,0
1736,L48915,298.4,308.0,1380,47.6,130,6878.831274300211,9.600000000000023,False,True,False,0,0,0,0,0
1737,L48916,298.4,307.9,1544,35.9,132,5804.5741383806935,9.5,False,True,False,0,0,0,0,0
1738,L48917,298.4,307.9,1743,27.3,134,4982.974355638378,9.5,False,True,False,0,0,0,0,0
1739,H31152,298.4,307.9,1948,21.4,136,4365.47337562428,9.5,True,False,False,0,0,0,0,0
1740,H31153,298.5,307.9,1260,54.2,141,7151.521516631806,9.399999999999977,True,False,False,0,0,0,0,0
1741,M16600,298.5,307.9,1640,33.1,146,5684.607186915611,9.399999999999977,False,False,True,0,0,0,0,0
1742,M16601,298.5,308.0,1363,49.2,149,7022.464890422337,9.5,False,False,True,0,0,0,0,0
1743,L48922,298.5,308.0,1379,49.6,152,7162.663698576537,9.5,False,True,False,0,0,0,0,0
1744,M16603,298.5,308.0,1713,25.8,154,4628.131465415412,9.5,False,False,True,0,0,0,0,0
1745,M16604,298.5,308.0,1461,51.9,157,7940.469679727809,9.5,False,False,True,0,0,0,0,0
1746,L48925,298.5,308.0,1624,29.8,160,5067.9334929669585,9.5,False,True,False,0,0,0,0,0
1747,L48926,298.4,308.0,1526,41.1,162,6567.876433447893,9.600000000000023,False,True,False,0,0,0,0,0
1748,L48927,298.4,307.9,2381,14.2,164,3540.595864546721,9.5,False,True,False,0,0,0,0,0
1749,H31162,298.4,307.7,1626,31.1,166,5295.531408744027,9.300000000000011,True,False,False,0,0,0,0,0
1750,L48929,298.3,307.7,1576,33.8,171,5578.295691518132,9.399999999999977,False,True,False,0,0,0,0,0
1751,M16610,298.4,307.8,1617,31.6,173,5350.88627130028,9.400000000000034,False,False,True,0,0,0,0,0
1752,L48931,298.3,307.6,1942,20.6,176,4189.334747513013,9.300000000000011,False,True,False,0,0,0,0,0
1753,L48932,298.2,307.6,1492,37.2,178,5812.197736553405,9.400000000000034,False,True,False,0,0,0,0,0
1754,L48933,298.2,307.5,1470,51.3,180,7897.021453328662,9.300000000000011,False,True,False,0,0,0,0,0
1755,M16614,298.0,307.4,1463,46.5,182,7124.032580912894,9.399999999999977,False,False,True,0,0,0,0,0
1756,L48935,298.0,307.3,1424,46.5,185,6934.123305003391,9.300000000000011,False,True,False,0,0,0,0,0
1757,M16616,298.1,307.4,1363,60.1,187,8578.254876308585,9.299999999999955,False,False,True,0,0,0,0,0
1758,M16617,298.1,307.4,1335,56.2,190,7856.809067362713,9.299999999999955,False,False,True,0,0,0,0,0
1759,L48938,298.1,307.4,1608,33.9,193,5708.399515278797,9.299999999999955,False,True,False,0,0,0,0,0
1760,H31173,298.0,307.4,1606,35.2,195,5919.93342062051,9.399999999999977,True,False,False,0,0,0,0,0
1761,L48940,298.1,307.5,1684,33.1,200,5837.121038271884,9.399999999999977,False,True,False,0,0,0,0,0
1762,L48941,298.1,307.6,1950,20.3,202,4145.331506411732,9.5,False,True,False,0,0,0,0,0
1763,H31176,298.2,307.6,1460,48.6,204,7430.494944270578,9.400000000000034,True,False,False,0,0,0,0,0
1764,L48943,298.2,307.6,1511,31.0,209,4905.178049559983,9.400000000000034,False,True,False,1,1,0,0,0
1765,H31178,298.2,307.6,1318,55.7,0,7687.749494697535,9.400000000000034,True,False,False,0,0,0,0,0
1766,L48945,298.2,307.6,1368,51.8,5,7420.693175191377,9.400000000000034,False,True,False,0,0,0,0,0
1767,M16626,298.3,307.7,1717,27.1,7,4872.683509546353,9.399999999999977,False,False,True,0,0,0,0,0
1768,M16627,298.3,307.7,1520,41.4,10,6589.804750169949,9.399999999999977,False,False,True,0,0,0,0,0
1769,M16628,298.3,307.8,1485,42.0,13,6531.371126813179,9.5,False,False,True,0,0,0,0,0
1770,L48949,298.4,307.9,1981,23.2,16,4812.836169495467,9.5,False,True,False,0,0,0,0,0
1771,H31184,298.4,307.9,1605,31.0,18,5210.331415978671,9.5,True,False,False,0,0,0,0,0
1772,L48951,298.4,307.9,1446,45.3,23,6859.541895407169,9.5,False,True,False,0,0,0,0,0
1773,L48952,298.4,308.0,1508,47.9,25,7564.243015509407,9.600000000000023,False,True,False,0,0,0,0,0
1774,L48953,298.5,308.0,1384,59.5,27,8623.462394593742,9.5,False,True,False,0,0,0,0,0
1775,M16634,298.5,308.0,1519,37.3,29,5933.285189398267,9.5,False,False,True,0,0,0,0,0
1776,L48955,298.5,308.0,1404,48.1,32,7071.976390642912,9.5,False,True,False,0,0,0,0,0
1777,L48956,298.5,308.1,1564,31.1,34,5093.610776922299,9.600000000000023,False,True,False,0,0,0,0,0
1778,H31191,298.6,308.2,1555,36.8,36,5992.48326696741,9.599999999999966,True,False,False,0,0,0,0,0
1779,L48958,298.6,308.2,1325,54.0,41,7492.698478811657,9.599999999999966,False,True,False,0,0,0,0,0
1780,M16639,298.6,308.2,1488,44.0,43,6856.211807194364,9.599999999999966,False,False,True,0,0,0,0,0
1781,L48960,298.5,308.2,1595,32.3,46,5395.004704132191,9.699999999999989,False,True,False,0,0,0,0,0
1782,L48961,298.5,308.1,1662,28.6,48,4977.665064053812,9.600000000000023,False,True,False,0,0,0,0,0
1783,L48962,298.4,308.0,1571,37.4,50,6152.851099957657,9.600000000000023,False,True,False,0,0,0,0,0
1784,H31197,298.3,308.0,1553,41.0,52,6667.8209677340965,9.699999999999989,True,False,False,0,0,0,0,0
1785,L48964,298.3,308.0,2886,3.8,57,1148.4406104462846,9.699999999999989,False,True,False,1,0,0,1,0
1786,L48965,298.2,308.0,1538,38.2,59,6152.453164888204,9.800000000000011,False,True,False,0,0,0,0,0
1787,L48966,298.4,308.2,1618,33.0,61,5591.406604859114,9.800000000000011,False,True,False,0,0,0,0,0
1788,L48967,298.4,308.2,1364,45.9,63,6556.25254062961,9.800000000000011,False,True,False,0,0,0,0,0
1789,L48968,298.3,308.0,1442,47.3,65,7142.578449544586,9.699999999999989,False,True,False,0,0,0,0,0
1790,L48969,298.2,307.9,1313,67.3,67,9253.550689173224,9.699999999999989,False,True,False,1,0,0,1,0
1791,L48970,298.2,307.9,1847,23.6,69,4564.650349861874,9.699999999999989,False,True,False,0,0,0,0,0
1792,L48971,298.1,307.8,1524,40.8,71,6511.390597536348,9.699999999999989,False,True,False,0,0,0,0,0
1793,M16652,298.1,307.7,1445,48.0,73,7263.362215099602,9.599999999999966,False,False,True,0,0,0,0,0
1794,L48973,298.1,307.8,1761,28.2,76,5200.403983193328,9.699999999999989,False,True,False,0,0,0,0,0
1795,M16654,298.1,307.8,1514,43.5,78,6896.738352425672,9.699999999999989,False,False,True,0,0,0,0,0
1796,M16655,298.1,307.7,1498,38.3,81,6008.128398382288,9.599999999999966,False,False,True,0,0,0,0,0
1797,H31210,298.1,307.6,1542,37.1,84,5990.82869483652,9.5,True,False,False,0,0,0,0,0
1798,M16657,298.0,307.6,1508,41.8,89,6600.946932114681,9.600000000000023,False,False,True,0,0,0,0,0
1799,M16658,298.0,307.5,1431,52.9,92,7927.274990582731,9.5,False,False,True,0,0,0,0,0
1800,M16659,298.0,307.5,1427,45.1,95,6739.522584064528,9.5,False,False,True,0,0,0,0,0
1801,M16660,298.0,307.5,1524,36.3,98,5793.222516925722,9.5,False,False,True,0,0,0,0,0
1802,M16661,298.0,307.5,1427,43.6,101,6515.369948230897,9.5,False,False,True,0,0,0,0,0
