UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M
7576,300.4,311.2,1471,46.5,164,False,True,False
147,298.5,308.4,1612,36.1,174,True,False,False
8067,300.4,311.9,1868,21.3,92,False,True,False
1727,298.3,307.8,1906,22.1,104,False,True,False
9552,299.4,310.8,1391,48.9,139,False,True,False
1570,298.1,308.2,1654,35.3,155,False,False,True
8748,297.3,308.5,1504,42.0,142,False,True,False
4280,302.0,310.1,1361,45.4,174,False,True,False
698,297.6,308.8,1453,39.7,69,False,False,True
9223,297.9,309.0,1525,38.5,113,False,False,True
776,296.7,307.8,1453,46.0,33,False,True,False
8781,297.5,308.6,1327,52.1,24,False,False,True
1892,297.7,307.4,1764,29.0,139,False,True,False
5976,300.5,310.7,1654,28.6,161,True,False,False
4836,303.4,311.9,1419,50.9,39,False,False,True
5225,303.9,313.2,1590,31.9,5,False,True,False
6740,301.7,311.2,1482,43.6,154,False,True,False
6179,301.1,310.9,1282,67.9,10,False,True,False
8421,298.9,310.4,1546,37.7,159,False,True,False
1689,297.9,307.4,1606,35.5,14,False,True,False
1204,297.0,308.1,1410,47.6,79,True,False,False
4182,302.4,310.7,1521,40.4,152,False,False,True
235,298.2,308.4,1478,42.9,183,False,True,False
180,298.2,308.3,1304,49.8,45,False,True,False
3154,300.5,309.9,1483,49.3,124,False,False,True
119,298.8,308.6,1707,28.1,103,False,False,True
7870,300.5,312.0,1779,27.7,46,False,False,True
4918,303.4,312.2,1561,38.2,45,False,False,True
4947,303.7,312.7,1669,31.7,120,False,False,True
8049,300.6,311.9,1413,41.3,43,False,True,False
796,296.9,307.8,1605,37.0,84,False,True,False
4351,301.9,309.7,1568,37.5,135,False,False,True
3573,301.8,310.6,1451,50.7,108,False,True,False
4429,302.4,310.1,1906,21.2,110,False,True,False
6641,301.4,310.4,1334,43.2,133,False,True,False
7849,300.2,311.6,1547,37.7,217,True,False,False
4367,302.0,309.9,1388,51.4,183,False,True,False
2374,299.2,308.4,1350,51.3,96,False,True,False
477,297.4,309.0,1570,37.9,154,False,True,False
9521,299.0,310.1,1375,48.9,59,False,True,False
231,298.3,308.6,1570,34.8,175,False,True,False
156,298.4,308.2,1987,19.8,198,True,False,False
902,295.6,306.1,1256,62.3,142,True,False,False
836,296.7,307.4,1533,32.5,182,False,False,True
3761,302.3,310.9,1377,46.8,166,False,True,False
5823,301.3,311.0,1463,50.2,214,False,False,True
220,298.3,308.5,1434,46.2,148,False,False,True
5932,300.3,310.4,1336,54.4,52,False,True,False
283,298.1,308.1,1390,49.8,85,False,False,True
3839,302.4,311.1,1880,24.5,156,False,True,False
7148,300.3,309.8,1466,41.2,156,False,True,False
7755,300.4,311.7,1478,39.9,185,False,False,True
9073,297.2,308.1,1770,27.2,140,True,False,False
2838,300.3,309.1,1699,30.3,178,False,True,False
9362,298.0,308.6,1610,33.1,56,False,True,False
8058,300.2,311.5,1549,37.2,67,False,True,False
6829,301.0,310.9,1392,52.9,173,False,True,False
5053,303.9,313.0,1433,48.4,178,False,True,False
5744,302.2,311.6,1379,42.9,13,False,False,True
4203,302.4,311.0,1555,40.6,205,False,True,False
3664,302.3,311.7,1442,41.7,127,False,False,True
3655,302.1,311.4,1603,35.9,104,False,True,False
800,297.0,307.8,1579,34.1,94,False,False,True
3985,302.3,311.3,1652,32.8,108,False,True,False
3160,300.4,309.8,1409,47.5,138,True,False,False
9880,298.8,309.8,1490,38.6,127,False,False,True
6748,301.8,311.1,1597,29.8,177,False,False,True
7965,300.9,312.1,1423,40.2,63,False,True,False
5415,302.6,312.3,1534,34.3,31,False,True,False
7165,300.2,310.1,1474,44.0,198,False,False,True
5174,304.2,313.5,1739,28.1,80,False,False,True
1724,298.2,307.8,2029,19.9,96,False,True,False
904,295.7,306.2,2270,14.6,149,False,True,False
3657,302.1,311.5,1383,53.6,108,False,False,True
1411,298.9,310.1,1469,53.2,189,False,False,True
6650,301.5,310.4,1350,54.9,153,False,False,True
8455,298.6,310.0,1522,40.3,32,False,True,False
6155,301.0,310.9,1765,24.2,179,False,False,True
3109,299.8,309.2,1504,38.7,212,False,True,False
6114,300.7,310.8,1724,30.0,76,False,False,True
7833,300.0,311.4,1484,37.0,183,False,True,False
6311,300.9,310.1,2090,17.8,133,False,True,False
4514,302.4,310.3,1900,24.4,113,False,True,False
7981,301.2,312.4,1505,39.6,102,False,False,True
3959,302.2,311.3,1378,55.5,35,False,True,False
5254,303.5,313.0,1547,40.3,73,False,True,False
8183,299.7,311.1,1649,32.7,185,False,False,True
5759,301.9,311.3,1501,40.8,59,False,True,False
9166,297.6,308.6,1326,62.4,173,False,True,False
4562,302.9,310.8,1610,32.2,17,False,True,False
5958,300.7,310.9,1637,37.2,115,False,True,False
3126,300.1,309.4,1694,27.4,44,False,True,False
3595,301.6,310.4,1452,45.7,164,False,False,True
8950,297.4,308.3,1284,60.3,50,False,True,False
182,298.2,308.3,1824,24.2,49,True,False,False
6161,301.0,310.9,1570,34.0,192,False,True,False
956,295.6,306.3,1911,20.9,74,False,True,False
5237,303.8,313.1,1394,45.4,36,False,True,False
2075,299.5,309.4,1602,31.5,193,False,True,False
7538,300.1,311.3,1305,64.7,66,False,True,False
6100,300.9,310.7,1609,28.7,39,True,False,False
5467,302.9,312.3,1426,44.7,157,False,False,True
1913,298.0,307.7,1621,34.9,194,False,False,True
6575,301.4,310.6,1578,33.0,181,False,True,False
9526,299.1,310.3,1411,42.1,74,False,True,False
2588,299.0,308.7,2248,16.8,204,False,True,False
3522,301.9,311.0,1541,38.9,193,False,True,False
8447,298.5,309.9,1482,42.1,15,False,True,False
4324,301.8,310.3,1341,50.5,64,False,True,False
9620,298.9,310.0,1323,52.9,106,False,False,True
6250,300.7,310.1,1542,35.5,191,False,True,False
1240,297.2,308.5,1482,39.3,187,True,False,False
5307,304.0,313.2,1612,31.7,206,True,False,False
7797,300.1,311.5,1454,52.4,90,False,True,False
2001,298.4,308.1,1279,53.1,9,False,True,False
8810,297.3,308.5,1503,43.3,90,False,True,False
5001,303.7,312.8,1832,23.6,35,False,True,False
7194,300.1,310.1,1306,64.7,57,False,True,False
9647,299.4,310.4,1582,31.7,181,False,True,False
9777,298.6,309.6,1397,54.1,47,False,False,True
2268,299.2,308.5,1370,52.4,61,False,True,False
6706,301.5,310.6,1382,58.1,67,False,False,True
2589,299.0,308.7,1706,28.6,206,False,True,False
6042,300.7,311.0,1418,49.3,106,False,False,True
2385,299.1,308.3,1506,38.0,125,False,False,True
667,297.5,309.0,1470,43.5,191,False,True,False
8021,300.9,312.0,1720,27.9,202,True,False,False
455,297.4,308.7,1468,46.6,94,False,True,False
4558,302.7,310.6,1686,26.3,9,False,True,False
5022,304.0,313.0,1350,61.1,88,False,True,False
4379,301.9,309.6,1385,45.8,217,False,False,True
2261,299.1,308.3,1521,36.5,40,True,False,False
437,297.3,308.3,1504,36.3,45,False,True,False
1421,298.8,309.9,1495,35.2,214,False,False,True
7037,300.7,310.6,1540,52.7,85,False,True,False
6309,300.8,310.1,1686,26.9,128,False,False,True
719,297.5,308.8,1477,39.0,127,False,True,False
8696,297.2,308.6,1498,44.4,9,False,False,True
2820,300.2,309.5,1356,51.1,133,False,True,False
7733,300.6,312.0,1430,42.7,130,False,True,False
1001,296.3,307.1,1654,29.6,188,False,True,False
9082,297.3,308.0,1527,35.1,165,False,True,False
3578,301.6,310.4,1455,39.0,118,False,False,True
4444,302.5,310.3,1405,57.4,152,False,True,False
2363,299.3,308.6,1520,41.4,67,True,False,False
8422,298.9,310.3,1496,36.3,161,False,True,False
8785,297.5,308.6,1437,43.3,34,False,True,False
7746,300.4,311.7,1460,39.6,162,False,True,False
3658,302.1,311.5,1477,45.4,111,False,True,False
2378,299.2,308.3,1582,45.5,107,False,False,True
4212,302.1,310.7,1314,52.8,8,False,True,False
5904,300.9,310.5,1894,21.9,188,False,True,False
7395,299.7,310.6,1479,38.0,137,False,True,False
9435,298.0,308.6,1626,33.3,50,False,True,False
3254,301.1,309.6,1502,48.9,160,False,True,False
3804,302.2,310.9,1531,37.5,60,False,True,False
642,297.9,309.5,1390,47.9,127,False,True,False
8162,299.6,311.0,1714,30.2,128,True,False,False
1899,297.8,307.5,1372,54.1,157,False,True,False
2411,299.1,308.5,1689,32.1,192,False,True,False
1474,298.5,309.5,1315,48.9,127,False,False,True
626,298.3,310.1,1545,36.3,90,False,True,False
4935,303.4,312.2,1580,35.8,90,False,True,False
6638,301.5,310.5,1453,48.0,124,True,False,False
7578,300.4,311.2,1530,32.0,169,False,True,False
1,298.1,308.6,1551,42.8,0,False,False,True
8859,297.8,308.9,1506,33.5,26,False,True,False
487,297.4,309.1,1582,35.9,180,False,False,True
2785,300.2,309.6,1430,52.7,47,False,True,False
7468,300.3,311.6,1463,41.6,102,True,False,False
4037,302.0,310.8,1445,49.1,2,False,True,False
5581,302.6,312.2,1458,38.8,34,False,False,True
9066,297.2,308.4,2182,17.3,119,True,False,False
7747,300.4,311.7,1508,45.4,164,False,False,True
7251,300.1,310.2,1429,42.0,206,False,False,True
6578,301.4,310.4,1388,45.3,188,False,True,False
5416,302.6,312.4,1410,50.3,33,False,False,True
2952,300.7,309.5,1685,31.1,27,False,True,False
6699,301.6,310.8,1418,44.7,46,False,True,False
7822,299.9,311.3,1802,24.4,151,False,True,False
9794,298.5,309.4,1414,46.7,102,True,False,False
5984,300.8,310.8,1466,45.2,188,True,False,False
6235,301.2,310.8,1479,41.2,155,False,True,False
5272,303.6,313.0,1534,39.7,115,False,True,False
5536,302.3,311.7,1465,43.5,117,False,True,False
7490,300.2,311.6,1751,28.0,162,False,False,True
4827,303.4,311.8,2268,15.8,20,False,True,False
5545,302.2,311.7,1471,45.6,140,False,True,False
3228,300.5,309.3,1589,34.9,91,False,False,True
8833,297.4,308.8,1651,34.1,163,False,True,False
759,296.8,308.0,1497,41.7,231,False,True,False
8943,297.3,308.3,2188,17.0,32,False,True,False
7045,300.7,310.6,1505,35.6,105,False,False,True
1903,298.0,307.6,1694,29.1,169,False,True,False
2146,299.3,308.8,1550,45.8,170,False,True,False
7488,300.3,311.7,1707,33.6,158,False,True,False
3299,301.2,310.3,1499,38.1,61,False,True,False
4278,302.2,310.4,1743,28.1,170,False,True,False
6786,301.2,310.6,1389,45.3,64,False,True,False
106,298.8,308.7,1591,31.1,68,False,True,False
103,298.8,308.8,1555,40.6,61,False,True,False
465,297.3,308.6,1511,35.7,120,False,True,False
5164,304.2,313.4,1713,23.5,50,False,False,True
4190,302.4,310.9,1560,31.8,172,False,True,False
1161,297.0,307.7,1834,23.8,195,True,False,False
8035,300.7,311.8,1564,36.8,11,False,True,False
9427,298.1,308.7,1341,55.7,30,False,True,False
5886,301.3,311.1,1647,28.2,140,False,True,False
8789,297.4,308.5,1369,53.2,43,False,True,False
2873,300.8,309.6,1680,28.7,22,False,True,False
3143,300.6,310.0,1658,34.7,88,False,True,False
3001,300.5,309.8,1324,72.8,159,True,False,False
852,296.2,307.2,1389,48.6,7,False,False,True
4817,303.4,312.0,1521,35.9,215,False,True,False
9001,297.0,307.9,1493,46.1,173,False,True,False
8458,298.6,309.9,1393,45.5,38,False,True,False
5543,302.3,311.7,1400,41.6,136,False,True,False
1791,298.2,307.9,1847,23.6,69,False,True,False
6588,301.6,310.7,1813,24.6,210,False,False,True
3229,300.5,309.3,1475,46.8,94,False,True,False
2890,300.7,309.7,1523,38.2,73,False,False,True
4724,303.4,311.8,1366,50.9,200,False,True,False
194,298.2,308.4,1678,34.6,81,True,False,False
7955,301.0,311.9,1454,41.9,33,False,True,False
7412,300.0,311.1,1425,47.8,179,False,True,False
1158,297.0,307.8,1583,37.2,189,False,True,False
9533,299.2,310.5,1384,48.7,93,False,True,False
5462,302.9,312.3,1339,52.1,145,False,False,True
2453,299.1,308.6,2329,14.6,95,False,False,True
6722,301.4,310.7,1280,61.0,106,False,True,False
1629,297.9,307.8,1451,38.2,80,False,True,False
6494,300.7,309.8,1363,53.1,183,False,True,False
1389,298.9,310.1,1491,45.3,133,True,False,False
5672,302.2,311.6,1534,37.2,41,True,False,False
4683,303.6,311.8,1567,31.7,97,False,True,False
6647,301.5,310.5,1479,34.2,147,False,True,False
4893,303.7,312.3,1922,23.1,193,False,True,False
1443,298.8,310.0,1486,38.5,55,False,False,True
6285,301.2,310.8,1734,31.3,64,False,False,True
6989,300.7,311.1,1478,46.8,165,False,True,False
1833,297.8,307.4,1330,51.7,183,False,False,True
6553,301.4,310.7,1786,26.1,123,False,True,False
4976,303.7,312.7,1426,45.5,192,False,True,False
2859,300.5,309.3,1417,51.5,231,False,True,False
1656,298.2,308.0,1577,35.9,151,False,False,True
9231,298.2,309.2,1922,22.6,132,False,True,False
2552,299.3,309.2,1541,37.2,118,False,True,False
7722,300.5,311.6,1425,42.4,102,False,True,False
1445,299.0,310.2,1477,37.9,60,False,True,False
2876,300.5,309.4,1877,23.8,31,False,False,True
3563,301.7,310.6,1471,43.8,80,False,True,False
2617,299.4,309.1,1207,66.5,66,False,True,False
4506,302.4,310.1,1426,46.8,95,False,True,False
7036,300.6,310.6,1497,38.2,83,False,True,False
394,297.5,308.4,1350,52.2,157,False,False,True
8188,299.6,310.9,1448,46.3,196,False,True,False
75,298.9,309.0,1601,32.3,202,False,True,False
1018,296.3,307.2,1637,31.6,27,False,True,False
5639,302.6,312.1,1519,38.1,178,False,True,False
5956,300.7,310.8,1653,31.6,111,False,True,False
7626,300.6,311.7,1556,34.9,76,False,True,False
45,298.8,309.1,1472,47.5,125,False,False,True
8937,297.4,308.3,1465,42.0,13,False,True,False
863,296.1,306.8,1645,31.0,41,True,False,False
6259,301.1,310.7,1583,40.7,2,False,False,True
7054,300.7,310.5,1567,38.7,129,True,False,False
5802,301.5,310.8,1413,44.6,166,False,True,False
2501,299.1,308.9,1617,32.3,223,False,True,False
1973,297.9,307.6,1612,30.7,134,False,True,False
5260,303.5,312.9,1544,36.9,87,False,True,False
3342,301.4,310.7,1329,52.0,160,True,False,False
9956,298.2,307.9,1462,38.8,124,False,False,True
6017,300.7,310.7,1425,45.3,48,False,True,False
3207,300.1,309.0,1612,33.0,34,False,False,True
4321,301.7,310.3,1397,44.6,57,False,True,False
2169,299.5,309.1,1420,49.5,5,False,False,True
2522,298.8,308.6,1584,34.4,42,False,True,False
8002,300.8,312.0,1374,50.2,154,False,True,False
4162,301.9,310.3,1653,32.4,100,True,False,False
3721,302.4,311.4,1508,41.2,60,False,False,True
622,298.3,310.1,1408,45.3,78,False,True,False
4828,303.4,311.8,1438,58.9,22,False,True,False
6652,301.5,310.4,1276,55.6,158,False,False,True
1049,296.5,307.6,1607,33.5,104,False,True,False
6503,300.9,310.0,2595,13.7,207,False,True,False
6018,300.8,310.9,1398,38.2,50,False,True,False
4052,301.8,310.8,1383,46.4,37,False,True,False
7661,300.5,311.6,1246,52.9,165,False,False,True
8826,297.3,308.8,1548,41.3,140,False,False,True
135,298.8,308.4,1369,53.0,138,False,True,False
9021,297.3,308.2,1553,33.5,2,False,True,False
6449,300.7,310.2,1877,24.8,64,True,False,False
8099,300.2,311.6,1500,39.0,174,False,True,False
3854,302.4,311.0,1486,40.4,192,False,True,False
8527,298.3,309.3,1401,51.9,14,False,True,False
1934,298.1,308.0,1638,35.1,38,False,True,False
7827,299.8,311.1,1300,64.2,165,False,True,False
744,296.8,308.2,1361,53.8,193,False,True,False
8598,297.6,308.3,1410,47.0,191,False,True,False
8252,299.0,310.4,1981,21.2,125,False,True,False
9404,297.7,308.1,1697,29.1,179,False,True,False
4023,302.1,310.9,1666,30.7,203,False,True,False
7292,300.2,310.5,1416,46.7,90,False,True,False
5942,300.6,310.7,1438,48.5,78,False,True,False
7690,300.6,311.7,1432,39.2,2,False,True,False
9830,298.4,309.4,1429,41.8,203,False,False,True
676,297.8,309.1,1424,45.5,2,False,False,True
526,297.4,309.4,1466,45.5,53,False,True,False
2794,300.3,309.6,1597,31.8,73,False,True,False
2645,299.8,309.4,1510,42.5,146,False,True,False
3634,302.2,311.3,1521,40.6,52,False,False,True
6512,301.2,310.1,2280,15.7,11,False,False,True
2158,299.4,309.0,1939,19.8,204,False,False,True
8720,297.2,308.8,1451,43.1,68,False,True,False
3678,302.3,311.7,1368,53.6,165,False,False,True
4087,302.0,310.5,1567,36.1,124,False,True,False
8668,297.5,308.8,1455,46.1,147,False,False,True
5862,301.3,311.0,1554,47.7,84,False,True,False
7597,300.5,311.1,1547,37.2,7,False,True,False
747,296.8,308.1,1289,62.0,199,False,True,False
7457,300.2,311.7,1397,50.2,71,False,False,True
2376,299.2,308.4,1476,32.7,101,False,False,True
1394,299.1,310.4,1594,33.3,147,False,True,False
3359,301.5,310.6,1522,36.6,202,False,True,False
4960,303.8,312.6,1735,25.9,154,False,True,False
6524,301.1,310.2,1850,27.7,44,False,False,True
1143,296.9,307.9,1423,43.9,149,False,True,False
5095,304.1,313.5,1470,45.8,85,False,False,True
9031,297.5,308.4,1403,44.3,25,False,False,True
9588,299.3,310.5,1462,40.5,24,False,False,True
9480,298.9,309.6,1600,33.5,175,True,False,False
2967,300.6,309.3,1601,40.2,69,False,True,False
8645,297.6,308.5,1443,38.2,85,False,False,True
2842,300.3,309.4,1705,29.4,190,False,True,False
2742,299.6,309.0,1378,51.9,162,False,True,False
425,297.3,308.4,1430,45.7,15,False,True,False
8462,298.7,309.9,1446,43.3,46,False,True,False
8209,299.2,310.7,1477,44.0,19,False,True,False
2968,300.6,309.4,1369,51.6,71,False,True,False
6133,301.1,311.1,1429,42.5,123,False,True,False
413,297.5,308.6,1388,48.2,203,False,True,False
4915,303.5,312.3,1532,41.7,32,False,False,True
7807,300.0,311.5,1349,48.6,113,False,True,False
7525,300.2,311.5,1639,31.1,31,False,True,False
2687,299.8,309.4,1633,27.5,29,False,True,False
9684,299.0,310.0,1338,56.4,29,False,False,True
1789,298.3,308.0,1442,47.3,65,False,True,False
7667,300.6,311.7,1424,50.8,182,False,False,True
7861,300.5,312.0,1415,44.6,23,False,True,False
1189,297.3,308.4,1339,52.1,36,False,True,False
8376,298.8,309.6,1384,48.2,39,False,False,True
1477,298.4,309.5,1692,28.3,136,False,True,False
446,297.5,308.6,1793,26.7,70,False,True,False
5369,303.1,312.5,1667,30.0,160,False,False,True
7716,300.5,311.5,1302,49.6,80,False,True,False
6619,301.6,310.6,1309,65.8,75,False,False,True
172,298.2,308.1,1462,50.8,27,False,True,False
5811,301.3,311.0,1856,21.9,189,False,True,False
738,296.9,308.3,1474,39.2,177,True,False,False
6423,300.3,309.9,1377,55.3,4,False,True,False
5761,301.9,311.3,1522,35.6,63,False,False,True
7909,300.7,312.3,1715,26.8,146,False,True,False
8482,298.3,309.4,1595,29.0,103,False,False,True
4732,303.3,311.6,1301,45.1,219,False,True,False
4301,301.7,310.1,1644,34.6,5,False,False,True
7265,300.4,310.6,1448,44.9,21,False,False,True
6470,300.4,309.6,1521,35.0,119,False,False,True
4186,302.2,310.6,1348,48.4,161,False,True,False
7534,300.0,311.2,1504,37.9,58,False,True,False
7745,300.4,311.7,1314,59.5,160,False,True,False
5923,300.5,310.3,1435,43.3,31,False,True,False
8869,297.9,309.0,1456,46.5,52,False,True,False
7844,300.1,311.7,1400,48.5,205,False,False,True
2806,300.0,309.4,1460,43.5,102,False,True,False
640,298.0,309.6,1403,51.3,122,False,True,False
7615,300.5,311.4,1432,47.5,51,False,True,False
5675,302.2,311.7,1393,42.5,53,False,False,True
8738,297.3,308.7,1556,36.7,114,False,True,False
2145,299.4,308.9,1451,40.5,168,False,True,False
91,298.9,308.9,1753,25.8,33,False,True,False
8105,300.3,311.9,1692,31.5,187,False,True,False
2664,299.9,309.3,1620,31.1,196,False,True,False
7158,300.2,310.0,1486,40.1,182,False,True,False
5387,302.9,312.2,1469,42.0,214,False,True,False
8381,298.9,310.0,1776,25.7,51,False,True,False
7547,300.2,311.5,1454,42.8,88,True,False,False
7599,300.5,311.1,1491,42.6,11,False,True,False
7021,300.8,310.8,1460,53.8,41,False,True,False
5725,302.3,311.8,1433,50.3,183,False,True,False
3557,301.9,310.8,1735,31.5,66,False,True,False
4675,303.4,311.5,1414,44.8,71,False,True,False
4771,303.5,311.9,1344,49.3,93,False,True,False
8229,299.1,310.4,1422,49.3,69,False,False,True
1271,298.0,309.4,1276,65.9,50,False,False,True
6372,300.1,309.6,1546,36.7,77,False,True,False
2709,299.6,309.1,2266,15.3,79,False,True,False
1591,298.2,308.4,1497,37.7,207,False,True,False
1081,297.0,307.8,1774,28.0,188,False,True,False
8765,297.4,308.8,1620,33.4,186,False,True,False
919,295.3,305.7,1473,38.5,189,False,False,True
2528,298.8,308.5,1450,50.8,57,False,True,False
6567,301.3,310.6,1966,22.6,161,False,True,False
3180,300.1,309.3,1570,36.8,189,False,True,False
3238,300.9,309.5,1758,26.8,116,False,False,True
4746,303.2,311.2,1475,43.1,20,True,False,False
5874,301.5,311.1,1396,43.5,112,False,False,True
488,297.4,309.1,1463,35.0,183,False,False,True
292,298.0,308.3,1473,42.6,107,False,True,False
3030,300.4,309.5,1525,51.3,4,False,True,False
8563,298.1,308.9,1351,52.4,102,False,True,False
1505,298.0,308.7,1506,47.0,208,False,True,False
5678,302.3,311.8,1281,51.7,61,False,True,False
8512,298.4,309.7,1457,44.2,175,False,True,False
2395,299.2,308.5,1488,40.3,148,False,True,False
4953,303.8,312.7,1374,53.6,136,False,False,True
5602,302.9,312.2,1605,33.9,86,False,True,False
9479,298.8,309.6,1890,24.0,173,False,True,False
4774,303.6,312.0,1391,50.3,101,False,True,False
9757,298.6,309.8,1597,35.9,213,False,True,False
1626,297.9,307.8,1365,46.9,73,False,True,False
6301,301.2,310.7,1517,39.4,107,False,True,False
1583,298.1,308.3,1530,42.0,184,True,False,False
6868,301.0,311.3,1342,50.9,60,False,True,False
9405,297.7,308.2,2007,19.3,181,False,True,False
4644,303.2,311.4,1324,54.2,228,False,True,False
8756,297.4,308.7,1582,31.9,161,False,False,True
9047,297.4,308.4,1664,28.1,67,False,True,False
9467,298.6,309.4,1471,48.0,141,False,True,False
5372,302.9,312.3,1435,47.7,173,False,True,False
311,298.0,308.6,1526,41.8,160,True,False,False
7023,300.7,310.5,1561,33.2,48,False,True,False
3004,300.6,309.9,1449,42.4,169,False,False,True
6689,301.7,311.0,1548,40.3,21,False,True,False
4042,302.0,310.9,1539,34.2,13,False,True,False
4266,302.6,311.0,1424,38.0,144,False,True,False
8241,299.0,310.4,1483,41.5,96,False,True,False
442,297.5,308.5,1393,46.6,56,True,False,False
1529,298.1,309.0,1559,34.0,54,False,True,False
2593,298.9,308.6,1539,45.4,4,False,True,False
5217,303.7,312.7,1316,51.8,197,False,False,True
9930,298.4,308.4,1479,39.2,58,True,False,False
3248,301.0,309.8,1594,31.1,143,False,False,True
3741,302.3,311.2,1401,49.7,118,False,True,False
9424,298.1,308.5,1676,30.5,22,False,True,False
2220,299.6,309.1,1435,48.4,143,False,False,True
1738,298.4,307.9,1743,27.3,134,False,True,False
9707,299.0,310.1,1705,30.1,84,False,False,True
1059,296.7,307.8,1605,31.3,128,False,True,False
9702,298.8,309.8,1485,42.4,74,False,True,False
4327,301.6,310.1,1362,55.8,70,False,True,False
1454,299.1,310.4,1450,40.9,85,False,True,False
3749,302.5,311.1,1493,39.0,137,False,True,False
9129,297.5,308.6,1486,45.9,78,False,False,True
9099,297.3,308.1,1468,49.8,0,False,True,False
840,296.5,307.4,1565,43.5,194,False,False,True
1486,298.1,309.0,1976,19.3,158,False,False,True
7927,300.7,311.9,1335,57.1,194,False,True,False
6405,300.2,309.7,1183,61.4,170,False,False,True
7892,300.8,312.5,1517,39.2,107,False,True,False
8437,298.7,309.9,1371,51.3,201,False,True,False
6773,301.3,310.7,1536,39.3,31,False,True,False
7897,300.8,312.6,1376,53.6,119,False,True,False
8509,298.4,309.7,1679,33.3,167,False,False,True
3468,301.8,310.7,1461,44.2,49,False,True,False
7879,300.7,312.3,1418,49.0,69,False,True,False
8624,297.5,308.3,1476,45.6,31,False,False,True
2391,299.2,308.5,1487,41.2,140,False,True,False
2124,299.3,309.0,1491,38.4,115,False,True,False
9113,297.6,308.6,1482,38.3,39,False,False,True
2933,300.9,309.7,1460,42.1,181,False,True,False
645,297.7,309.4,1608,30.2,135,True,False,False
9826,298.4,309.2,1610,32.4,194,False,True,False
6659,301.4,310.4,1430,50.9,178,False,True,False
9586,299.3,310.5,1563,42.1,19,False,False,True
6626,301.6,310.7,1421,44.4,94,False,False,True
9944,298.3,308.0,1766,26.0,96,False,False,True
9100,297.3,308.1,1477,52.3,2,True,False,False
8873,297.9,309.1,1614,38.1,62,False,False,True
720,297.4,308.8,1447,58.1,129,False,True,False
302,297.7,308.4,1740,27.1,136,False,True,False
8549,298.5,309.4,1578,36.3,71,False,True,False
8854,297.7,308.9,1458,41.1,14,False,True,False
1549,298.3,308.8,1349,52.1,104,False,False,True
1127,296.8,307.9,1706,30.8,111,False,True,False
5833,301.3,311.2,1675,32.1,12,False,True,False
7025,300.6,310.6,2127,18.7,53,False,True,False
2006,298.5,308.3,1504,38.0,20,False,True,False
264,298.0,308.1,1587,32.3,30,False,False,True
6169,300.7,310.6,1778,27.1,215,False,False,True
7999,300.9,312.1,1359,51.7,146,False,True,False
4865,303.6,312.3,1451,43.4,119,False,True,False
9034,297.4,308.2,1386,41.0,35,False,True,False
5038,304.1,313.2,1586,41.1,129,False,False,True
8535,298.6,309.5,1404,43.3,33,False,False,True
4200,302.5,311.1,1638,32.0,198,False,False,True
9654,299.0,309.9,1373,55.7,201,False,True,False
4534,302.4,310.3,1375,52.5,161,False,False,True
5066,304.1,313.0,1566,37.2,7,False,True,False
3953,302.3,311.4,1476,37.3,20,False,True,False
2900,300.6,309.4,1410,40.6,99,False,True,False
535,297.5,309.3,1623,33.4,74,False,True,False
162,298.3,308.1,1412,52.3,218,False,True,False
995,296.2,307.2,1168,63.4,172,False,False,True
2844,300.3,309.2,1532,40.2,194,False,True,False
2289,299.4,308.6,1541,39.1,109,False,False,True
7225,299.8,309.6,1598,31.0,139,False,True,False
7608,300.5,311.3,1468,41.1,34,False,False,True
5447,303.1,312.9,1511,40.1,107,False,True,False
9061,297.2,308.3,1453,45.8,105,True,False,False
2717,299.5,309.0,1498,44.6,101,False,True,False
9473,298.7,309.4,1375,48.3,157,False,False,True
5590,302.5,311.9,1298,57.5,57,False,False,True
1589,298.2,308.3,1688,32.0,202,False,True,False
9926,298.5,308.7,1367,47.3,47,False,False,True
855,296.3,307.3,1498,41.6,15,False,False,True
5377,302.8,312.3,1336,57.5,187,True,False,False
33,299.0,309.4,1419,48.3,91,False,True,False
7285,300.1,310.3,1345,57.1,71,False,False,True
1397,299.0,310.3,1483,39.2,153,False,True,False
805,296.9,307.8,1544,37.6,109,False,False,True
2513,298.9,308.8,1530,38.3,23,False,True,False
7330,299.9,310.4,1576,34.3,188,False,False,True
3814,302.0,310.6,1467,44.9,86,False,True,False
9984,298.7,308.4,1694,28.7,195,False,True,False
7307,300.1,310.5,1356,45.8,126,False,True,False
6905,300.9,311.5,1704,31.3,159,False,False,True
2129,299.4,309.0,1800,24.3,128,False,True,False
5555,302.5,312.0,1521,40.2,174,False,False,True
6832,301.1,311.0,1565,52.3,183,False,True,False
9390,297.6,308.0,1258,57.4,139,False,True,False
787,296.9,308.1,1741,28.8,60,False,True,False
5521,302.6,312.0,1496,45.0,79,False,False,True
374,297.4,308.3,1412,42.0,111,False,True,False
8939,297.4,308.4,1517,41.0,18,False,False,True
9331,298.4,309.0,1507,36.1,191,False,False,True
8476,298.5,309.7,1557,37.7,86,False,False,True
5532,302.3,311.7,1504,37.3,107,False,False,True
9142,297.5,308.5,1597,36.4,112,False,True,False
